tahun,bulan,kota_kabupaten,kecamatan,kelurahan,jenis_kelamin ,jumlah
2020,03,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Perempuan,4
2020,03,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Perempuan,10
2020,03,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Perempuan,7
2020,03,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Perempuan,7
2020,03,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Perempuan,18
2020,03,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Perempuan,14
2020,03,JAKARTA TIMUR,KRAMATJATI,KRAMATJATI,Perempuan,9
2020,03,JAKARTA TIMUR,KRAMATJATI,TENGAH,Perempuan,30
2020,03,JAKARTA TIMUR,KRAMATJATI,DUKUH,Perempuan,10
2020,03,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,Perempuan,22
2020,03,JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,Perempuan,17
2020,03,JAKARTA TIMUR,KRAMATJATI,CILILITAN,Perempuan,20
2020,03,JAKARTA TIMUR,KRAMATJATI,CAWANG,Perempuan,14
2020,03,JAKARTA TIMUR,PASAR REBO,GEDONG,Perempuan,14
2020,03,JAKARTA TIMUR,PASAR REBO,BARU,Perempuan,14
2020,03,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Perempuan,16
2020,03,JAKARTA TIMUR,PASAR REBO,KALISARI,Perempuan,20
2020,03,JAKARTA TIMUR,PASAR REBO,PEKAYON,Perempuan,17
2020,03,JAKARTA TIMUR,CAKUNG,JATINEGARA,Perempuan,52
2020,03,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Perempuan,11
2020,03,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Perempuan,46
2020,03,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Perempuan,31
2020,03,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Perempuan,53
2020,03,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Perempuan,16
2020,03,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Perempuan,30
2020,03,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Perempuan,13
2020,03,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Perempuan,34
2020,03,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Perempuan,29
2020,03,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Perempuan,30
2020,03,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Perempuan,12
2020,03,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Perempuan,7
2020,03,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Perempuan,14
2020,03,JAKARTA TIMUR,MAKASAR,MAKASAR,Perempuan,17
2020,03,JAKARTA TIMUR,MAKASAR,PINANGRANTI,Perempuan,13
2020,03,JAKARTA TIMUR,MAKASAR,KEBON PALA,Perempuan,18
2020,03,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Perempuan,24
2020,03,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Perempuan,9
2020,03,JAKARTA TIMUR,CIRACAS,CIRACAS,Perempuan,33
2020,03,JAKARTA TIMUR,CIRACAS,CIBUBUR,Perempuan,23
2020,03,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Perempuan,41
2020,03,JAKARTA TIMUR,CIRACAS,SUSUKAN,Perempuan,18
2020,03,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Perempuan,11
2020,03,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Perempuan,12
2020,03,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Perempuan,13
2020,03,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Perempuan,11
2020,03,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Perempuan,9
2020,03,JAKARTA TIMUR,CIPAYUNG,SETU,Perempuan,12
2020,03,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Perempuan,11
2020,03,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Perempuan,24
2020,03,JAKARTA TIMUR,CIPAYUNG,CEGER,Perempuan,6
